"entrez";"symbol";"pubmed_id";"type";"organ_system";"primary_site";"cancer_type";"method";"coding_status";"cgc_annotation";"vogelstein_annotation";"saito_annotation";"NCG_oncogene";"NCG_tsg";"driver_type";"drivers_id"
9968;"MED12";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5731
9500;"MAGED1";21430775;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"MutSig";"coding";"";"";"";"";"";"cancer";5732
9125;"CNOT9";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5733
9701;"PPP6R2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5734
9968;"MED12";22610119;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5735
9508;"ADAMTS3";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5736
9126;"SMC3";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";5737
9706;"ULK2";26928227;"WGS-WES-Gene Panel";"Thoracic";"pleura";"malignant pleural mesothelioma";"MuSiC";"coding";"";"";"";"";"";"cancer";5738
9968;"MED12";28256603;"WES plus targeted deep resequencing";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5739
9126;"SMC3";23634996;"WGS-WES";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"MuSiC";"coding";"";"";"";"";"";"cancer";5740
9514;"GAL3ST1";26451490;"WES";"Gynecologic";"breast";"breast_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5741
9708;"PCDHGA8";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5742
9968;"MED12";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5743
9126;"SMC3";22237025;"WGS";"Hematologic and lymphatic";"blood";"acute_myeloid_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5744
9530;"BAG4";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5745
9721;"GPRIN2";26451490;"WES";"Gynecologic";"breast";"breast_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5746
9968;"MED12";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5747
9126;"SMC3";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"";"";"";"";"";"cancer";5748
9723;"SEMA3E";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5749
9968;"MED12";23415222;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5750
9126;"SMC3";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";5751
9723;"SEMA3E";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5752
9538;"EI24";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5753
9968;"MED12";26466571;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5754
9723;"SEMA3E";22037554;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5755
9126;"SMC3";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"";"";"";"";"";"cancer";5756
9542;"NRG2";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5757
9968;"MED12";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5758
9725;"TMEM63A";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5759
9542;"NRG2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5760
9968;"MED12";25038752;"WES";"Gynecologic";"breast";"breast_fibroadenoma";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5761
9730;"DCAF1";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5762
9556;"ATP5MPL";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5763
9968;"MED12";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5764
9732;"DOCK4";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5765
9577;"BABAM2";22634756;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";5766
9968;"MED12";23738515;"WGS";"Gynecologic";"uterus";"leiomyoma";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5767
9732;"DOCK4";28452984;"WES";"Hematologic and lymphatic";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";5768
9968;"MED12";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5769
9577;"BABAM2";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";5770
9734;"HDAC9";24700472;"WES";"Endocrine";"adrenal_gland";"adrenocortical_adenoma";"MutSig, Recurrence-based";"coding";"";"";"";"";"";"cancer";5771
9968;"MED12";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5772
9577;"BABAM2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5773
10320;"IKZF1";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5774
9734;"HDAC9";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";5775
9578;"CDC42BPB";22156295;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5776
9968;"MED12";31253977;"Gene Panel";"Skin";"uvea";"uveal_melanoma";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5777
9738;"CCP110";28467829;"WGS";"Skin";"skin";"melanoma";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5778
10320;"IKZF1";22237106;"WGS";"Hematologic and lymphatic";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based";"coding";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5779
9582;"APOBEC3B";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5780
9968;"MED12";26437033;"WES-Gene Panel";"Gynecologic";"breast";"breast_fibroepithelial_tumours";"Recurrence-based";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5781
9741;"LAPTM4A";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5782
10326;"SIRPB1";26091043;"WES";"Skin";"skin";"melanoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5783
9584;"RBM39";27348297;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5784
9968;"MED12";26544944;"WGS-WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5785
9742;"IFT140";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";5786
10333;"TLR6";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"";"";"";"";"";"cancer";5787
9601;"PDIA4";20668451;"Gene Panel";"Thoracic";"lung";"lung_cancer_(all_histologies)";"Wood-based";"coding";"";"";"";"";"";"cancer";5788
9968;"MED12";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5789
10335;"IRAG1";22895193;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5790
9743;"ARHGAP32";25730765;"WGS";"Hematologic and lymphatic";"blood";"acute_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5791
9603;"NFE2L3";24121792;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5792
9969;"MED13";25790038;"WGS-WES";"Urologic";"kidney";"papillary_renal_cell_carcinoma";"MutSig, IntOGen";"coding";"";"";"";"";"";"cancer";5793
9745;"ZNF536";22941188;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";5794
10344;"CCL26";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5795
9603;"NFE2L3";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"";"";"";"";"";"cancer";5796
9971;"NR1H4";26790612;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";5797
9747;"TCAF1";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5798
10347;"ABCA7";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5799
9603;"NFE2L3";21499247;"WES";"Skin";"skin";"melanoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";5800
9975;"NR1D2";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5801
9750;"RIPOR2";29854292;"WES";"Gynecologic";"breast";"breast_cancer";"SeqSig";"coding";"";"";"";"";"";"cancer";5802
10349;"ABCA10";25079317;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5803
9611;"NCOR1";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5804
9982;"FGFBP1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";5805
9755;"TBKBP1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5806
9611;"NCOR1";22610119;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5807
10365;"KLF2";21804550;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";5808
9987;"HNRNPDL";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5809
9757;"KMT2B";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";5810
9611;"NCOR1";23000897;"WES";"Gynecologic";"breast";"breast_cancer";"MuSiC";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5811
10370;"CITED2";28658208;"WES";"Gynecologic";"breast";"breast_cancer";"MutSigNC";"noncoding";"";"";"";"";"";"cancer";5812
9990;"SLC12A6";26121086;"WES";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5813
9757;"KMT2B";23636398;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";5814
9611;"NCOR1";26451490;"WES";"Gynecologic";"breast";"breast_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5815
10371;"SEMA3A";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";5816
10000;"AKT3";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";5817
9757;"KMT2B";31444325;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"dNdScv";"coding";"";"";"";"";"";"cancer";5818
9611;"NCOR1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5819
10395;"DLC1";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5820
10000;"AKT3";26258846;"WES";"Developmental gastrointestinal";"hepatobiliary";"biliary_tract_cancer";"MutSig";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";5821
9757;"KMT2B";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5822
9611;"NCOR1";21822268;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based, Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5823
10397;"NDRG1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5824
9757;"KMT2B";32139151;"WES";"Gynecologic";"ovary";"endometrioid_ovarian_cancer";"MutSigCV";"coding";"";"";"";"";"";"cancer";5825
10000;"AKT3";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";5826
10402;"ST3GAL6";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"";"";"";"";"";"cancer";5827
9758;"FRMPD4";18772396;"WES";"Soft tissue";"brain";"glioblastoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5828
10000;"AKT3";26939876;"Gene Panel";"Gynecologic";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";5829
10403;"NDC80";22561520;"WES";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5830
9760;"TOX";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"";"";"";"";"";"cancer";5831
10006;"ABI1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5832
10404;"CPQ";25401301;"WES";"Urologic";"kidney";"non-clear_cell_renal_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5833
9771;"RAPGEF5";26091043;"WES";"Skin";"skin";"melanoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5834
10016;"PDCD6";22156295;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5835
9774;"BCLAF1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"";"";"";"0.0";"0.0";"cancer";5836
10410;"IFITM3";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5837
9611;"NCOR1";24121792;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5838
10017;"BCL2L10";21804550;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";5839
9774;"BCLAF1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"0.0";"0.0";"cancer";5840
10411;"RAPGEF3";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5841
9611;"NCOR1";28667006;"WGS-WES-Gene Panel";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5842
10018;"BCL2L11";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";5843
9774;"BCLAF1";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"0.0";"0.0";"cancer";5844
10419;"PRMT5";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5845
9611;"NCOR1";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5846
9774;"BCLAF1";22941189;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"Wood-based";"coding";"";"";"";"0.0";"0.0";"cancer";5847
10421;"CD2BP2";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5848
9611;"NCOR1";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5849
9774;"BCLAF1";25855536;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig";"coding";"";"";"";"0.0";"0.0";"cancer";5850
10421;"CD2BP2";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5851
10019;"SH2B3";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";5852
9611;"NCOR1";25576899;"WES-Gene Panel";"Endocrine";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5853
9776;"ATG13";24952746;"WES";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5854
10422;"UBAC1";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5855
10019;"SH2B3";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5856
9611;"NCOR1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5857
10430;"TMEM147";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5858
9787;"DLGAP5";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5859
10019;"SH2B3";29945994;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5860
9611;"NCOR1";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5861
9791;"PTDSS1";30718927;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"ActiveDriverWGS, Paper-specific";"noncoding";"";"";"";"";"";"cancer";5862
10434;"LYPLA1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5863
9611;"NCOR1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5864
10019;"SH2B3";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5865
9791;"PTDSS1";32024818;"WGS";"Multiple";"multiple";"pan-cancer_adult";"DriverPower";"noncoding";"";"";"";"";"";"cancer";5866
10436;"EMG1";26091043;"WES";"Skin";"skin";"melanoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5867
9611;"NCOR1";22608084;"WGS";"Gynecologic";"breast";"breast_cancer";"Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5868
10019;"SH2B3";26908133;"WGS-WES";"Hematologic and lymphatic";"blood";"chronic_myelomonocytic_leukemia";"DrGap";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5869
9794;"MAML1";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";5870
10439;"OLFM1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5871
9611;"NCOR1";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5872
10019;"SH2B3";26457647;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"juvenile_myelomonocytic_leukemia";"Paper-specific, Literature-based";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5873
9794;"MAML1";25194568;"Gene Panel";"Urologic";"bladder";"bladder_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5874
10440;"TIMM17A";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";5875
9611;"NCOR1";27161491;"Gene Panel";"Gynecologic";"breast";"breast_cancer";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5876
10019;"SH2B3";22237106;"WGS";"Hematologic and lymphatic";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5877
10445;"MCRS1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5878
9810;"RNF40";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5879
9611;"NCOR1";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5880
10025;"MED16";27064257;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based";"noncoding";"";"";"";"";"";"cancer";5881
10456;"HAX1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5882
